Código do Termo;Termo;Apresentação;Laboratório;Data de início de vigência;Data de fim de vigência;Data de fim de implantação;REGISTRO ANVISA
90215133;PAMIGEN;1 G PÓ LIOF INJ IV CT FA VD INC X 50 ML ;ZODIAC PRODUTOS FARMACÊUTICOS S/A;10/10/2012;;31/08/2014;1221400790026
90215141;PAMIGEN;200 MG PÓ LIOF INJ IV CT FA VD INC X 10 ML ;ZODIAC PRODUTOS FARMACÊUTICOS S/A;10/10/2012;;31/08/2014;1221400790018
90002164;CLORIDRATO DE GENCITABINA;200 MG PO LIOF INJ CT FA VD INC X 10 ML;ACCORD FARMACÊUTICA LTDA;10/10/2012;;31/08/2014;1553700110011
90002156;CLORIDRATO DE GENCITABINA;1000 MG PO LIOF INJ CT FA VD INC X 50 ML;ACCORD FARMACÊUTICA LTDA;10/10/2012;;31/08/2014;1553700110028
90415191;GENABYX;200 MG PO LIOF INJ CT FA VD INC X 10 ML;ACCORD FARMACÊUTICA LTDA;01/03/2019;;31/05/2019;1553700610012
90415205;GENABYX;1000 MG PO LIOF INJ CT FA VD INC X 50 ML;ACCORD FARMACÊUTICA LTDA;01/03/2019;;31/05/2019;1553700610020
90417992;MYLZAR;200 MG PÓ LIOF SOL INJ IV CT FA VD TRANS X 10ML;MYLAN LABORATORIOS LTDA;01/03/2019;;31/05/2019;1883000470014
90418000;MYLZAR;200 MG PÓ LIOF SOL INJ IV CT 5 FA VD TRANS X 10ML;MYLAN LABORATORIOS LTDA;01/03/2019;;31/05/2019;1883000470022
90418018;MYLZAR;200 MG PÓ LIOF SOL INJ IV CT 10 FA VD TRANS X 10ML;MYLAN LABORATORIOS LTDA;01/03/2019;;31/05/2019;1883000470030
90418026;MYLZAR;1 G PÓ LIOF SOL INJ IV CT FA VD TRANS X 50ML;MYLAN LABORATORIOS LTDA;01/03/2019;;31/05/2019;1883000470049
90418034;MYLZAR;1 G PÓ LIOF SOL INJ IV CT 5 FA VD TRANS X 50ML;MYLAN LABORATORIOS LTDA;01/03/2019;;31/05/2019;1883000470057
90418042;MYLZAR;1 G PÓ LIOF SOL INJ IV CT 10 FA VD TRANS X 50ML;MYLAN LABORATORIOS LTDA;01/03/2019;;31/05/2019;1883000470065
90133820;ZAVEDOS;10 MG PO LIOF INJ CT FA VD INC (REST HOSP);LABORATÓRIOS PFIZER LTDA;10/10/2012;;31/08/2014;1021601740023
90133846;ZAVEDOS;5 MG PO LIOF INJ CT FA VD INC (REST HOSP);LABORATÓRIOS PFIZER LTDA;10/10/2012;;31/08/2014;1021601740015
90381653;EVOMID;10 MG PO LIOF INJ CT FA VD TRANS;WYETH INDÚSTRIA FARMACÊUTICA LTDA;01/01/2018;;31/03/2018;1211003450027
90381661;EVOMID;5 MG PO LIOF INJ CT FA VD TRANS;WYETH INDÚSTRIA FARMACÊUTICA LTDA;01/01/2018;;31/03/2018;1211003450019
90381777;ZAVEDOS;10 MG PO LIOF INJ CT FA VD TRANS;WYETH INDÚSTRIA FARMACÊUTICA LTDA;01/01/2018;;31/03/2018;1211003620021
90381785;ZAVEDOS;5 MG PO LIOF INJ CT FA VD TRANS;WYETH INDÚSTRIA FARMACÊUTICA LTDA;01/01/2018;;31/03/2018;1211003620011
90008677;PROTO-ITECAN;20MG/ML SOL INJ CT FR AMP VD AMB X 5ML ;ANTIBIÓTICOS DO BRASIL LTDA;10/10/2012;;31/08/2014;1556200310014
90400003;EVOTERIN;20 MG/ML SOL INJ CT FA VD AMB X 2 ML;FARMARIN INDUSTRIA E COMERCIO LTDA;01/03/2019;;31/05/2019;1168800220022
90400011;EVOTERIN;20 MG/ML SOL INJ CT FA VD AMB X 5 ML;FARMARIN INDUSTRIA E COMERCIO LTDA;01/03/2019;;31/05/2019;1168800220014
90091256;CLORIDRATO DE IRINOTECANO;20 MG/ML SOL INJ IV CT FA VD AMB X 5 ML  ;GLENMARK FARMACÊUTICA LTDA;10/10/2012;;31/08/2014;1101302350020
90091248;CLORIDRATO DE IRINOTECANO;20 MG/ML SOL INJ IV CT FA VD AMB X 2 ML  ;GLENMARK FARMACÊUTICA LTDA;10/10/2012;;31/08/2014;1101302350012
90130006;LIBRATECAM;20 MG/ML SOL INJ FA VD AMB X 7,5 ML;LABORATÓRIOS LIBRA DO BRASIL LTDA;01/01/2016;;31/03/2016;1206900370014
90230809;CAMPTOSAR;20 MG/ML SOL INJ CT FA PLAS AMB X 2 ML (REST HOSP);LABORATÓRIOS PFIZER LTDA;10/10/2012;;31/08/2014;1021601470034
90230817;CAMPTOSAR;20 MG/ML SOL INJ CT FA PLAS AMB X 5 ML (REST HOSP) ;LABORATÓRIOS PFIZER LTDA;10/10/2012;;31/08/2014;1021601470042
90130880;CAMPTOSAR;20 MG/ML SOL INJ CT FA VD AMB X 2 ML (REST HOSP);LABORATÓRIOS PFIZER LTDA;10/10/2012;;31/08/2014;1021601470018
90130898;CAMPTOSAR;20 MG/ML SOL INJ CT FA VD AMB X 5 ML (REST HOSP);LABORATÓRIOS PFIZER LTDA;10/10/2012;;31/08/2014;1021601470026
90381637;IRIMAC;20 MG/ML SOL INJ CT FA PLAS AMB X 2 ML;WYETH INDÚSTRIA FARMACÊUTICA LTDA;01/01/2018;;31/03/2018;1211003460014
90381645;IRIMAC;20 MG/ML SOL INJ CT FA PLAS AMB X 5 ML;WYETH INDÚSTRIA FARMACÊUTICA LTDA;01/01/2018;;31/03/2018;1211003460022
90381980;EVOTERIN;20 MG/ML SOL INJ CT FA VD AMB X 5 ML (EMB HOSP);WYETH INDÚSTRIA FARMACÊUTICA LTDA;01/01/2018;;31/03/2018;1211003730011
90381998;EVOTERIN;20 MG/ML SOL INJ CT FA VD AMB X 2 ML (EMB HOSP);WYETH INDÚSTRIA FARMACÊUTICA LTDA;01/01/2018;;31/03/2018;1211003730021
90405692;CAMPTOSAR;20 MG/ML SOL INJ CT FA PLAS AMB X 2 ML;WYETH INDÚSTRIA FARMACÊUTICA LTDA;01/03/2019;;31/05/2019;1211004340012
90405706;CAMPTOSAR;20 MG/ML SOL INJ CT FA PLAS AMB X 5 ML;WYETH INDÚSTRIA FARMACÊUTICA LTDA;01/03/2019;;31/05/2019;1211004340020
90215478;TECNOTECAN;20 MG/ML SOL INJ CT FA VD AMB X 2 ML (REST. HOSP.);ZODIAC PRODUTOS FARMACÊUTICOS S/A;10/10/2012;;31/08/2014;1221400340012
90215460;TECNOTECAN;20 MG/ML SOL INJ CT FA VD AMB X 5 ML (REST. HOSP.);ZODIAC PRODUTOS FARMACÊUTICOS S/A;10/10/2012;;31/08/2014;1221400340020
90002172;CLORIDRATO DE IRINOTECANO;20 MG/ML SOL INJ CT FA VD AMB X 2 ML ;ACCORD FARMACÊUTICA LTDA;10/10/2012;;31/08/2014;1553700130010
90002180;CLORIDRATO DE IRINOTECANO;20 MG/ML SOL INJ CT FA VD AMB X 5 ML ;ACCORD FARMACÊUTICA LTDA;10/10/2012;;31/08/2014;1553700130029
90415000;CLORITECAN;20 MG/ML SOL INJ CT FA VD AMB X 2 ML ;ACCORD FARMACÊUTICA LTDA;01/03/2019;;31/05/2019;1553700560015
90415019;CLORITECAN;20 MG/ML SOL INJ CT FA VD AMB X 5 ML ;ACCORD FARMACÊUTICA LTDA;01/03/2019;;31/05/2019;1553700560023
90251180;CLORIDRATO DE IRINOTECANO;20 MG/ML SOL INJ IV CT 10 FA VD AMB X 5 ML;EUROFARMA LABORATÓRIOS S.A.;01/12/2013;;31/08/2014;1004308910034
90361148;CLORIDRATO DE IRINOTECANO;20 MG/ML SOL INJ CT FA VD AMB X 2 ML ;FRESENIUS KABI BRASIL LTDA;10/04/2017;;09/07/2017;1004101560018
90361156;CLORIDRATO DE IRINOTECANO;20 MG/ML SOL INJ CT FA VD AMB X 5 ML;FRESENIUS KABI BRASIL LTDA;10/04/2017;;09/07/2017;1004101560026
90265726;TREBYXAN;20 MG/ML SOL INJ CT 50 FA VD AMB X 5 ML;LABORATÓRIO QUÍMICO FARMACÊUTICO BERGAMO LTDA;01/12/2013;;31/08/2014;1064601930063
90265688;TREBYXAN;20 MG/ML SOL INJ CT 10 FA VD AMB X 2 ML;LABORATÓRIO QUÍMICO FARMACÊUTICO BERGAMO LTDA;01/12/2013;;31/08/2014;1064601930020
90265696;TREBYXAN;20 MG/ML SOL INJ CT 50 FA VD AMB X 2 ML;LABORATÓRIO QUÍMICO FARMACÊUTICO BERGAMO LTDA;01/12/2013;;31/08/2014;1064601930039
90265700;TREBYXAN;20 MG/ML SOL INJ CT FA VD AMB X 5 ML;LABORATÓRIO QUÍMICO FARMACÊUTICO BERGAMO LTDA;01/12/2013;;31/08/2014;1064601930047
90265718;TREBYXAN;20 MG/ML SOL INJ CT 10 FA VD AMB X 5 ML;LABORATÓRIO QUÍMICO FARMACÊUTICO BERGAMO LTDA;01/12/2013;;31/08/2014;1064601930055
90265670;TREBYXAN;20 MG/ML SOL INJ CT FA VD AMB X 2 ML;LABORATÓRIO QUÍMICO FARMACÊUTICO BERGAMO LTDA;01/12/2013;;31/08/2014;1064601930012
90343972;EVOTERIN;20 MG/ML SOL INJ CT FA VD AMB X 5 ML (EMB HOSP);HOSPIRA PRODUTOS HOSPITALARES LTDA;01/06/2016;;31/08/2016;1625000100012
90203216;TEVAIRINOT;20 MG/ML SOL INJ IV CT FA VD AMB X 2 ML;TEVA FARMACÊUTICA LTDA.;10/10/2012;;31/08/2014;1557300120010
90203224;TEVAIRINOT;20 MG/ML SOL INJ IV CT FA VD AMB X 5 ML;TEVA FARMACÊUTICA LTDA.;10/10/2012;;31/08/2014;1557300120029
90343980;EVOTERIN;20 MG/ML SOL INJ CT FA VD AMB X 2 ML (EMB HOSP);HOSPIRA PRODUTOS HOSPITALARES LTDA;01/06/2016;;31/08/2016;1625000100020
90400020;EVOMIXAN;2 MG/ML SOL INJ CT FA VD AMB X 10 ML;FARMARIN INDUSTRIA E COMERCIO LTDA;01/03/2019;;31/05/2019;1168800190018
90384903;VOTRIENT;200 MG COM REV CT FR PLAS OPC X 30 ;NOVARTIS BIOCIENCIAS S.A;01/01/2018;;31/03/2018;1006811360010
90384911;VOTRIENT;400 MG COM REV CT FR PLAS OPC X 30 ;NOVARTIS BIOCIENCIAS S.A;01/01/2018;;31/03/2018;1006811360037
90384920;VOTRIENT;400 MG COM REV CT FR PLAS OPC X 60;NOVARTIS BIOCIENCIAS S.A;01/01/2018;;31/03/2018;1006811360045
90309472;HYCAMTIN;0,25 MG CAP GEL DURA CT BL ALU PLAS OPC X 10;GLAXOSMITHKLINE BRASIL LTDA;01/01/2016;;31/03/2016;1010701080038
90309480;HYCAMTIN;1,0 MG CAP GEL DURA CT BL ALU PLAS OPC X 10;GLAXOSMITHKLINE BRASIL LTDA;01/01/2016;;31/03/2016;1010701080046
90381670;EVOTECAN;4 MG PÓ LIOF INJ CT FA VD TRANS ;WYETH INDÚSTRIA FARMACÊUTICA LTDA;01/01/2018;;31/03/2018;1211003440013
90158938;TOPORAN;4 MG PÓ LIOF INJ IV CT FA VD INC;UCB BIOPHARMA LTDA.;01/01/2018;;31/03/2018;1236100690016
90384989;HYCAMTIN;4 MG PO LIOF SOL INJ CT FA VD TRANS X 4 ML;NOVARTIS BIOCIENCIAS S.A;01/03/2019;;31/03/2018;1006811400012
90215010;ONCOTECAN;4 MG PO LIOF INJ CT FA VD INC X 10 ML (REST HOSP);ZODIAC PRODUTOS FARMACÊUTICOS S/A;10/10/2012;;31/08/2014;1221400450012
90344138;EVOTECAN;4 MG PÓ LIOF INJ CT FA VD INC ;HOSPIRA PRODUTOS HOSPITALARES LTDA;01/06/2016;;31/08/2016;1625000180016
90282213;CLORIDRATO DE TOPOTECANA;4 MG PO LIOF SOL INJ CT FA VD TRANS X 5 ML;ACCORD FARMACÊUTICA LTDA;01/12/2013;;31/08/2014;1553700290018
90282221;TOPOTACX;4 MG PO LIOF SOL INJ CT FA VD TRANS X 5 ML;ACCORD FARMACÊUTICA LTDA;01/12/2013;;31/08/2014;1553700300013
90351282;XALKORI;200 MG CAP DUR CT BL AL PLAS TRANS X 60;LABORATÓRIOS PFIZER LTDA;01/10/2016;;31/12/2016;1021602410027
90351290;XALKORI;200 MG CAP DUR CT FR PLAS OPC X 60 ;LABORATÓRIOS PFIZER LTDA;01/10/2016;;31/12/2016;1021602410035
90351304;XALKORI;250 MG CAP DUR CT BL AL PLAS TRANS X 60;LABORATÓRIOS PFIZER LTDA;01/10/2016;;31/12/2016;1021602410051
90351312;XALKORI;250 MG CAP DUR CT FR PLAS OPC X 60;LABORATÓRIOS PFIZER LTDA;01/10/2016;;31/12/2016;1021602410061
90068050;DACARB;200 MG PO LIOF SOL INJ CT 10 FA VD AMB (REST HOSP);EUROFARMA LABORATÓRIOS S.A.;01/01/2016;;31/03/2016;1004306360037
90400038;EVODAZIN;100 MG PÓ LIOF SOL INJ IV CT FA VD TRANS X 10 ML;FARMARIN INDUSTRIA E COMERCIO LTDA;01/03/2019;;31/05/2019;1168800170017
90400046;EVODAZIN;200 MG PÓ LIOF SOL INJ IV CT FA VD TRANS X 20 ML;FARMARIN INDUSTRIA E COMERCIO LTDA;01/03/2019;;31/05/2019;1168800170033
90223551;ASERCIT;200 MG PO LIOF INJ CX FA VD AMB (REST HOSP);FRESENIUS KABI BRASIL LTDA;10/10/2012;;31/08/2014;1004101420046
90223560;ASERCIT;100 MG PO LIOF INJ CX FA VD AMB (REST HOSP);FRESENIUS KABI BRASIL LTDA;10/10/2012;;31/08/2014;1004101420038
90120922;DACARBAZINA;200 MG PO LIOF SOL INJ CT FA VD AMB;LABORATÓRIO QUÍMICO FARMACÊUTICO BERGAMO LTDA;10/10/2012;;31/08/2014;1064601840048
90405412;EVODAZIN;100 MG PÓ LIOF SOL INJ IV CT FA VD INC X 10 ML;WYETH INDÚSTRIA FARMACÊUTICA LTDA;01/03/2019;;31/05/2019;1211003490010
90405420;EVODAZIN;200 MG PÓ LIOF SOL INJ IV CT FA VD INC X 20 ML;WYETH INDÚSTRIA FARMACÊUTICA LTDA;01/03/2019;;31/05/2019;1211003490037
90144325;FAULDACAR;600 MG PÓ LIOF INJ CT FA VD AMB ;LIBBS FARMACÊUTICA LTDA;10/10/2012;;31/08/2014;1003301360030
90144317;FAULDACAR;200 MG PÓ LIOF INJ CT FA VD AMB ;LIBBS FARMACÊUTICA LTDA;10/10/2012;;31/08/2014;1003301360022
90158288;D.T.I. / DACARBACINA;100 MG PO LIOF INJ CX CT 1 FA VD AMB (REST HOSP);UCB BIOPHARMA LTDA.;01/01/2018;;31/03/2018;1236100280012
90158296;D.T.I. / DACARBACINA;200 MG PO LIOF INJ CX CT FA VD AMB (REST HOSP);UCB BIOPHARMA LTDA.;01/01/2018;;31/03/2018;1236100280020
90380720;DALINVI;100 MG SOL DIL INJ CT FA VD TRANS X 5 ML;JANSSEN-CILAG FARMACÊUTICA LTDA;01/01/2018;;31/03/2018;1123634140011
90380738;DALINVI;400 MG SOL DIL INJ CT FA VD TRANS X 20 ML;JANSSEN-CILAG FARMACÊUTICA LTDA;01/01/2018;;31/03/2018;1123634140036
90035739;SPRYCEL;20 MG COM REV CT FR PLAS OPC X 60;BRISTOL-MYERS SQUIBB FARMACÊUTICA LTDA;01/01/2016;;31/03/2016;1018003920036
90035747;SPRYCEL;50 MG COM REV CT FR PLAS OPC X 60 ;BRISTOL-MYERS SQUIBB FARMACÊUTICA LTDA;01/01/2016;;31/03/2016;1018003920060
90219821;SPRYCEL;100 MG COM REV CT FR PLAS OPC X 30;BRISTOL-MYERS SQUIBB FARMACÊUTICA LTDA;01/01/2016;;31/03/2016;1018003920109
90219830;SPRYCEL;140 MG COM REV CT FR PLAS OPC X 30;BRISTOL-MYERS SQUIBB FARMACÊUTICA LTDA;01/01/2016;;31/03/2016;1018003920117
90377087;REDTIBIN;50 MG PO LIOF SOL INJ CT FA VD TRANS;DR. REDDYS FARMACÊUTICA DO BRASIL LTDA;01/01/2018;;31/03/2018;1514300250018
90377150;DECITABINA;50 MG PO LIOF SOL INJ CT FA VD TRANS;DR. REDDYS FARMACÊUTICA DO BRASIL LTDA;01/01/2018;;31/03/2018;1514300210016
90105699;DACOGEN;50 MG PO LIOF INJ CT FA VD INC;JANSSEN-CILAG FARMACÊUTICA LTDA;10/10/2012;;31/08/2014;1123633900010
90006909;OZURDEX;0,7 MG IMPL IVIT BL APL CT;ALLERGAN PRODUTOS FARMACÊUTICOS LTDA;10/10/2012;;31/08/2014;1014701760015
90348141;GIOTRIF;30 MG COM REV CT ENVOL BL AL PLAS TRANS X 28;BOEHRINGER INGELHEIM DO BRASIL QUÍMICA E FARMACÊUTICA LTDA.;01/10/2016;;31/12/2016;1036701740023
90348150;GIOTRIF;40 MG COM REV CT ENVOL BL AL PLAS TRANS X 28;BOEHRINGER INGELHEIM DO BRASIL QUÍMICA E FARMACÊUTICA LTDA.;01/10/2016;;31/12/2016;1036701740031
90384776;MEKINIST;0.5 MG/DOSE COM REV CT FR PLAS OPC X 30;NOVARTIS BIOCIENCIAS S.A;01/01/2018;;31/03/2018;1006811270021
90384784;MEKINIST;2 MG/DOSE COM REV CT FR PLAS OPC X 30;NOVARTIS BIOCIENCIAS S.A;01/01/2018;;31/03/2018;1006811270011
90384954;TYKERB;250 MG COM REV FR PLAS OPC X 70;NOVARTIS BIOCIENCIAS S.A;01/01/2018;;31/03/2018;1006811370024
90068351;DOCETAXEL;20 MG SOL INJ CT FA VD INC X 0,5 ML + AMP DIL VD INC X 1,5 ML ;EUROFARMA LABORATÓRIOS S.A.;01/01/2016;;31/03/2016;1004300380011
90068360;DOCETAXEL;80 MG SOL INJ CT FA VD INC X 2,0 ML + AMP DIL VD INC X 6,0 ML;EUROFARMA LABORATÓRIOS S.A.;01/01/2016;;31/03/2016;1004300380028
90091302;DOCETAXEL;40MG/ML SOL INJ IV CT FA VD AMB X 0,5 ML + DIL FA VD INC X 1,5 ML;GLENMARK FARMACÊUTICA LTDA;01/01/2016;;31/03/2016;1101302330011
90091310;DOCETAXEL;40MG/ML SOL INJ IV CT FA VD AMB X 2,0 ML + DIL FA VD INC X 6,0 ML;GLENMARK FARMACÊUTICA LTDA;01/01/2016;;31/03/2016;1101302330021
90381475;DOCEGLENNU;20 MG/ML SOL INJ IV CT FA VD TRANS X 1 ML;GLENMARK FARMACÊUTICA LTDA;01/01/2018;;31/03/2018;1101302820019
90381483;DOCEGLENNU;20 MG/ML SOL INJ IV CT FA VD TRANS X 4 ML;GLENMARK FARMACÊUTICA LTDA;01/01/2018;;31/03/2018;1101302820027
90404769;DOCETAXEL;20 MG/ML SOL INJ IV CT FA VD TRANS X 1 ML;GLENMARK FARMACÊUTICA LTDA;01/03/2019;;31/05/2019;1101302810013
90404777;DOCETAXEL;20 MG/ML SOL INJ IV CT FA VD TRANS X 4 ML;GLENMARK FARMACÊUTICA LTDA;01/03/2019;;31/05/2019;1101302810021
90144236;DOCELIBBS;40MG/ML SOL INJ CT FA VD INC X 2ML + DIL FA VD INC X 6ML;LIBBS FARMACÊUTICA LTDA;10/10/2012;;31/08/2014;1003301210020
90144228;DOCELIBBS;40 MG/ML SOL INJ CT FA VD INC X 0,5 ML + DIL FA VD INC X 1,5 ML;LIBBS FARMACÊUTICA LTDA;10/10/2012;;31/08/2014;1003301210012
90217543;TAXOTERE;20 MG/ML SOL INJ CX FA VD INC X 1 ML;SANOFI-AVENTIS FARMACÊUTICA LTDA;10/10/2012;;31/08/2014;1130002830039
90217551;TAXOTERE;20 MG/ML SOL INJ CX FA VD INC X 4 ML;SANOFI-AVENTIS FARMACÊUTICA LTDA;10/10/2012;;31/08/2014;1130002830047
90215001;ONCODOCEL;80 MG SOL INJ CT FA VD INC X 2,0 ML + FA DIL X 6 ML;ZODIAC PRODUTOS FARMACÊUTICOS S/A;10/10/2012;;31/08/2014;1221400410010
90214994;ONCODOCEL;20 MG SOL INJ CT FA VD INC X 0,5 ML + FA DIL X 1,5 ML;ZODIAC PRODUTOS FARMACÊUTICOS S/A;10/10/2012;;31/08/2014;1221400410029
90395450;DUPIXENT;300 MG SOL INJ CT 2 SER PREENC VD TRANS X 2,0 ML + SISTEMA DE SEGURANÇA;SANOFI-AVENTIS FARMACÊUTICA LTDA;01/03/2019;;31/05/2019;1130011750018
90395468;DUPIXENT;300 MG SOL INJ CT 2 SER PREENC VD TRANS X 2,0 ML;SANOFI-AVENTIS FARMACÊUTICA LTDA;01/03/2019;;31/05/2019;1130011750026
90395085;IMFINZI;120 MG/2,4 ML SOL INJ CT FA VD TRANS X 2,4 ML;ASTRAZENECA DO BRASIL LTDA;01/03/2019;;31/05/2019;1161802660022
90395093;IMFINZI;500 MG/10 ML SOL INJ CT FA VD TRANS X 10 ML;ASTRAZENECA DO BRASIL LTDA;01/03/2019;;31/05/2019;1161802660014
90393333;SOLIRIS;10 MG/ML SOL DIL INFUS CT 1 FA VD INC X 30 ML;ALEXION FARMACEUTICA BRASIL IMPORTACAO E DISTRIBUICAO DE PRODUTOS E SERVICOS DE ADMINISTRACAO;01/01/2018;;31/03/2018;1981100010015
90397614;EMPLICITI;300 MG PO LIOF SOL INJ CT 1 FA VD TRANS;BRISTOL-MYERS SQUIBB FARMACÊUTICA LTDA;01/03/2019;;31/05/2019;1018004090010
90397622;EMPLICITI;400 MG PO LIOF SOL INJ CT 1 FA VD TRANS;BRISTOL-MYERS SQUIBB FARMACÊUTICA LTDA;01/03/2019;;31/05/2019;1018004090029
90411935;HEMCIBRA;30 MG SOL INJ SC CT 1 FA VD TRANS X 1 ML;PRODUTOS ROCHE QUÍMICOS E FARMACÊUTICOS S.A.;01/03/2019;;31/05/2019;1010006670019
90411943;HEMCIBRA;60 MG SOL INJ SC CT 1 FA VD TRANS X 0,4 ML;PRODUTOS ROCHE QUÍMICOS E FARMACÊUTICOS S.A.;01/03/2019;;31/05/2019;1010006670027
90411951;HEMCIBRA;105 MG SOL INJ SC CT 1 FA VD TRANS X 0,7 ML;PRODUTOS ROCHE QUÍMICOS E FARMACÊUTICOS S.A.;01/03/2019;;31/05/2019;1010006670035
90411960;HEMCIBRA;150 MG SOL INJ SC CT 1 FA VD TRANS X 1 ML;PRODUTOS ROCHE QUÍMICOS E FARMACÊUTICOS S.A.;01/03/2019;;31/05/2019;1010006670043
90327470;XTANDI;40MG CAP MOLE BOLS AL BL AL PLAS TRANS X 40 ;ASTELLAS FARMA BRASIL IMPORTAÇÃO E DISTRIBUIÇÃO DE MEDICAMENTOS LTDA.;01/01/2016;;31/03/2016;1771700060013
90327489;XTANDI;40MG CAP MOLE BOLS AL BL AL PLAS TRANS X 120;ASTELLAS FARMA BRASIL IMPORTAÇÃO E DISTRIBUIÇÃO DE MEDICAMENTOS LTDA.;01/01/2016;;31/03/2016;1771700060021
90185170;TARCEVA;25 MG COM REV CT BL AL PVC X 30;PRODUTOS ROCHE QUÍMICOS E FARMACÊUTICOS S.A.;10/10/2012;;31/08/2014;1010006510011
90185153;TARCEVA;100 MG COM REV CT BL AL PVC X 30;PRODUTOS ROCHE QUÍMICOS E FARMACÊUTICOS S.A.;10/10/2012;;31/08/2014;1010006510021
90185161;TARCEVA;150 MG COM REV CT BL AL PVC X 30;PRODUTOS ROCHE QUÍMICOS E FARMACÊUTICOS S.A.;10/10/2012;;31/08/2014;1010006510038
90333934;OFEV;100 MG CAP MOLE CT BL AL AL X 60;BOEHRINGER INGELHEIM DO BRASIL QUÍMICA E FARMACÊUTICA LTDA.;01/06/2016;;31/08/2016;1036701730011
90333942;OFEV;150 MG CAP MOLE CT BL AL AL X 60;BOEHRINGER INGELHEIM DO BRASIL QUÍMICA E FARMACÊUTICA LTDA.;01/06/2016;;31/08/2016;1036701730028
90392094;ENBREL PFS;25 MG SOL INJ CT 4 SER PREENCH C/ AGU X 0,5 ML + 8 LENÇOS;LABORATÓRIOS PFIZER LTDA;01/01/2018;;31/03/2018;1021602500026
90392108;ENBREL PFS;25 MG SOL INJ CT 2 SER PREENCH C/ AGU X 0,5 ML + 2 LENÇOS;LABORATÓRIOS PFIZER LTDA;01/01/2018;;31/03/2018;1021602500077
90392116;ENBREL PFS;25 MG SOL INJ CT 4 SER PREENCH C/ AGU X 0,5 ML + 4 LENÇOS;LABORATÓRIOS PFIZER LTDA;01/01/2018;;31/03/2018;1021602500085
90392124;ENBREL PFS;50 MG SOL INJ CT 4 SER PREENCH C/ AGU X 1,0 ML + 8 LENÇOS;LABORATÓRIOS PFIZER LTDA;01/01/2018;;31/03/2018;1021602500042
90392132;ENBREL PFS;50 MG SOL INJ CT 4 SER PREENCH X 1,0 ML + SIST APLIC PLAS (PEN) + 8 LENÇOS;LABORATÓRIOS PFIZER LTDA;01/01/2018;;31/03/2018;1021602500069
90392140;ENBREL PFS;50 MG SOL INJ CT 2 SER PREENCH X 1,0 ML + SIST APLIC PLAS (PEN) + 4 LENÇOS;LABORATÓRIOS PFIZER LTDA;01/01/2018;;31/03/2018;1021602500050
90392159;ENBREL PFS;50 MG SOL INJ CT 2 SER PREENCH C/ AGU X 1,0 ML + 2 LENÇOS;LABORATÓRIOS PFIZER LTDA;01/01/2018;;31/03/2018;1021602500093
90392167;ENBREL PFS;50 MG SOL INJ CT 4 SER PREENCH C/ AGU X 1,0 ML + 4 LENÇOS;LABORATÓRIOS PFIZER LTDA;01/01/2018;;31/03/2018;1021602500107
90392175;ENBREL PFS;50 MG SOL INJ CT 2 SER PREENCH X 1,0 ML + SIST APLIC PLAS (PEN) + 2 LENÇOS;LABORATÓRIOS PFIZER LTDA;01/01/2018;;31/03/2018;1021602500115
90392183;ENBREL PFS;50 MG SOL INJ CT 4 SER PREENCH X 1,0 ML + SIST APLIC PLAS (PEN) + 4 LENÇOS;LABORATÓRIOS PFIZER LTDA;01/01/2018;;31/03/2018;1021602500123
90422643;ENBREL PFS;50 MG SOL INJ CT 2 SER PREENCH X 1,0 ML + CAN APLIC PLAS (DUPLO CLIQUE) + 4 LENÇOS;LABORATÓRIOS PFIZER LTDA;01/03/2019;;31/05/2019;1021602500131
90422651;ENBREL PFS;50 MG SOL INJ CT 2 SER PREENCH X 1,0 ML + CAN APLIC PLAS (DUPLO CLIQUE) + 2 LENÇOS;LABORATÓRIOS PFIZER LTDA;01/03/2019;;31/05/2019;1021602500141
90422660;ENBREL PFS;50 MG SOL INJ CT 4 SER PREENCH X 1,0 ML + CAN APLIC PLAS (DUPLO CLIQUE) + 8 LENÇOS;LABORATÓRIOS PFIZER LTDA;01/03/2019;;31/05/2019;1021602500158
90422678;ENBREL PFS;50 MG SOL INJ CT 4 SER PREENCH X 1,0 ML + CAN APLIC PLAS (DUPLO CLIQUE) + 4 LENÇOS;LABORATÓRIOS PFIZER LTDA;01/03/2019;;31/05/2019;1021602500166
90423658;BRENZYS;50 MG/ ML SOL INJ CT 4 SER PREENCH X 1,0 ML;SAMSUNG BIOEPIS BR PHARMACEUTICAL LTDA.;01/03/2019;;31/05/2019;1592100010023
90392043;ENBREL;25 MG PÓ LIOF INJ CT 4 EST X 1 FA VD INC + 1 SER PREENCH DIL X 1 ML + 1 AGU+ 1 ADAPT + 2 LENÇOS;LABORATÓRIOS PFIZER LTDA;01/01/2018;;31/03/2018;1021602510021
90030850;EPÓSIDO;20 MG/ML SOL INJ CT 10 FA VD INC X 5 ML;BLAU FARMACÊUTICA S.A.;01/01/2016;;31/03/2016;1163700360034
90035844;VEPESID;50 MG CAPGEL MOLE CT FR VD AMB X 20;BRISTOL-MYERS SQUIBB FARMACÊUTICA LTDA;01/01/2016;;31/03/2016;1018001350046
90291891;EUNADES CS;20 MG/ML SOL INJ CT 10 FA PLAS TRANS X 5 ML (REST HOSP);LABORATÓRIOS PFIZER LTDA;01/05/2014;;31/08/2014;1021602150017
